model_id,n_concepts,activation,t_alpha,rho,divergence,error,sign_agreement
17,6,sigmoid,3,1000.0,0.912511,1.358130e-04,0.833333
17,6,sigmoid,5,10.0,2.053756,1.147928e-03,0.233333
17,6,sigmoid,5,1000.0,0.926742,1.357830e-04,0.833333
17,6,sigmoid,10,10.0,2.053721,1.147227e-03,0.233333
17,6,sigmoid,10,1000.0,0.926055,1.357096e-04,0.833333
17,6,sigmoid,15,10.0,2.053722,1.147157e-03,0.233333
17,6,sigmoid,15,1000.0,0.926061,1.357100e-04,0.833333
17,6,sigmoid,20,10.0,2.053722,1.147159e-03,0.233333
17,6,sigmoid,20,1000.0,0.926060,1.357099e-04,0.833333
17,6,tanh,1,10.0,1.265248,1.285980e-02,0.533333
17,6,tanh,1,1000.0,0.289507,3.312062e-04,0.966667
17,6,tanh,3,10.0,1.620608,4.717015e-03,0.466667
17,6,tanh,3,1000.0,0.404216,2.832233e-04,0.900000
17,6,tanh,5,10.0,1.645417,3.898961e-03,0.466667
17,6,tanh,5,1000.0,0.566251,2.506170e-04,0.933333
17,6,tanh,10,10.0,1.601325,9.023913e-03,0.500000
17,6,tanh,10,1000.0,0.938696,8.496369e-03,0.733333
17,6,tanh,15,10.0,1.665763,8.679844e-03,0.466667
17,6,tanh,15,1000.0,0.877680,1.008779e-04,0.800000
17,6,tanh,20,10.0,1.368212,1.642670e-02,0.600000
17,6,tanh,20,1000.0,1.325864,1.609294e-02,0.600000
