model_id,n_concepts,activation,metric,steps_mode,t_alpha,rho,divergence,divergence_abs,error,sign_agreement,n_iter,seconds,success
2,7,tanh,nuclear,half,10,10000.0,0.620335,2.504575,2.868953e-02,0.928571,557,0.2908,1
2,7,tanh,nuclear,last,20,1.0,1.980470,7.996061,1.233371e-02,0.261905,1000,0.5179,0
2,7,tanh,nuclear,last,20,10.0,1.491376,6.021367,5.303737e-03,0.523810,1000,0.5495,0
2,7,tanh,nuclear,last,20,100.0,1.104043,4.457525,3.948442e-03,0.690476,1000,0.5048,0
2,7,tanh,nuclear,last,20,1000.0,1.333358,5.383375,6.291079e-03,0.571429,1000,0.5065,0
2,7,tanh,nuclear,last,20,10000.0,1.466188,5.919670,5.880294e-03,0.547619,1000,0.5291,0
2,7,tanh,spectral,all,1,1.0,1.582140,6.387823,3.932462e-02,0.619048,183,0.0959,1
2,7,tanh,spectral,all,1,10.0,1.143576,4.617137,1.883277e-02,0.714286,410,0.2142,1
2,7,tanh,spectral,all,1,100.0,0.474988,1.917742,3.181929e-03,0.928571,372,0.2061,1
2,7,tanh,spectral,all,1,1000.0,0.210119,0.848345,5.928745e-04,0.952381,571,0.3043,1
2,7,tanh,spectral,all,1,10000.0,0.098431,0.397412,1.272182e-04,1.000000,537,0.2949,1
2,7,tanh,spectral,half,10,1.0,1.938898,7.828214,6.102972e-02,0.380952,209,0.1093,1
2,7,tanh,spectral,half,10,10.0,1.131354,4.567794,1.013623e-02,0.714286,808,0.4097,1
2,7,tanh,spectral,half,10,100.0,1.134468,4.580366,3.591610e-02,0.690476,963,0.4961,1
2,7,tanh,spectral,half,10,1000.0,0.627540,2.533665,2.869609e-02,0.928571,596,0.2977,1
2,7,tanh,spectral,half,10,10000.0,0.520008,2.099510,2.898731e-02,0.928571,792,0.4290,1
2,7,tanh,spectral,last,20,1.0,1.949194,7.869787,1.947063e-02,0.452381,659,0.3493,1
2,7,tanh,spectral,last,20,10.0,1.695043,6.843662,9.555188e-03,0.476190,1000,0.5092,0
2,7,tanh,spectral,last,20,100.0,1.362092,5.499385,6.534912e-03,0.547619,1000,0.5211,0
2,7,tanh,spectral,last,20,1000.0,1.034636,4.177298,3.895467e-03,0.714286,1000,0.5036,0
2,7,tanh,spectral,last,20,10000.0,1.466942,5.922715,5.880225e-03,0.547619,1000,0.5384,0
3,8,sigmoid,frobenius,all,1,1.0,2.379135,10.231009,4.794716e-03,0.285714,69,0.0413,1
3,8,sigmoid,frobenius,all,1,10.0,2.278932,9.800105,2.486687e-03,0.357143,153,0.0922,1
3,8,sigmoid,frobenius,all,1,100.0,1.507780,6.483919,6.542583e-04,0.607143,387,0.2279,1
3,8,sigmoid,frobenius,all,1,1000.0,0.802321,3.450228,1.244282e-04,0.910714,518,0.2888,1
3,8,sigmoid,frobenius,all,1,10000.0,0.391653,1.684227,2.569118e-05,0.964286,518,0.3038,1
3,8,sigmoid,frobenius,half,10,1.0,2.348247,10.098183,2.121277e-03,0.285714,39,0.0227,1
3,8,sigmoid,frobenius,half,10,10.0,2.295379,9.870833,1.097078e-03,0.285714,120,0.0667,1
3,8,sigmoid,frobenius,half,10,100.0,1.785861,7.679751,3.245038e-04,0.607143,535,0.3118,1
3,8,sigmoid,frobenius,half,10,1000.0,1.120384,4.817994,7.410701e-05,0.767857,856,0.4970,1
3,8,sigmoid,frobenius,half,10,10000.0,0.617200,2.654149,1.661037e-05,0.910714,1000,0.5311,0
3,8,sigmoid,frobenius,last,20,1.0,2.348247,10.098182,2.121313e-03,0.285714,39,0.0215,1
3,8,sigmoid,frobenius,last,20,10.0,2.295377,9.870826,1.097115e-03,0.285714,131,0.0757,1
3,8,sigmoid,frobenius,last,20,100.0,1.862747,8.010382,3.568672e-04,0.517857,747,0.4476,1
3,8,sigmoid,frobenius,last,20,1000.0,1.120667,4.819210,7.409903e-05,0.767857,796,0.4972,1
3,8,sigmoid,frobenius,last,20,10000.0,0.617209,2.654189,1.661094e-05,0.910714,1000,0.5670,0
3,8,sigmoid,nuclear,all,1,1.0,2.267493,9.750915,2.964516e-03,0.357143,103,0.0735,1
3,8,sigmoid,nuclear,all,1,10.0,1.921686,8.263840,1.707805e-03,0.428571,378,0.2529,1
3,8,sigmoid,nuclear,all,1,100.0,1.128030,4.850874,3.902203e-04,0.678571,870,0.6580,1
3,8,sigmoid,nuclear,all,1,1000.0,0.578147,2.486209,8.457223e-05,0.892857,1000,0.7390,0
3,8,sigmoid,nuclear,all,1,10000.0,0.280776,1.207424,1.887818e-05,0.964286,1000,0.6657,0
3,8,sigmoid,nuclear,half,10,1.0,2.254370,9.694484,1.286434e-03,0.357143,71,0.0448,1
3,8,sigmoid,nuclear,half,10,10.0,2.204422,9.479689,9.468036e-04,0.357143,167,0.1096,1
3,8,sigmoid,nuclear,half,10,100.0,1.521870,6.544510,2.542116e-04,0.589286,1000,0.6048,0
3,8,sigmoid,nuclear,half,10,1000.0,0.929243,3.996029,5.691800e-05,0.767857,1000,0.6121,0
3,8,sigmoid,nuclear,half,10,10000.0,0.467070,2.008545,1.217811e-05,0.875000,1000,0.6102,0
3,8,sigmoid,nuclear,last,20,1.0,2.254370,9.694482,1.286532e-03,0.357143,65,0.0375,1
3,8,sigmoid,nuclear,last,20,10.0,2.190186,9.418473,9.494338e-04,0.357143,82,0.0535,1
3,8,sigmoid,nuclear,last,20,100.0,1.518298,6.529146,2.559082e-04,0.607143,1000,0.5961,0
3,8,sigmoid,nuclear,last,20,1000.0,0.931194,4.004422,5.753020e-05,0.714286,366,0.2434,1
3,8,sigmoid,nuclear,last,20,10000.0,0.467128,2.008795,1.217742e-05,0.875000,1000,0.5964,0
3,8,sigmoid,spectral,all,1,1.0,2.126521,9.144693,5.403913e-03,0.392857,79,0.0530,1
3,8,sigmoid,spectral,all,1,10.0,1.986690,8.543377,2.095982e-03,0.428571,197,0.1263,1
3,8,sigmoid,spectral,all,1,100.0,1.354618,5.825275,6.731861e-04,0.732143,273,0.1640,1
3,8,sigmoid,spectral,all,1,1000.0,0.746408,3.209784,1.339019e-04,0.910714,495,0.3166,1
3,8,sigmoid,spectral,all,1,10000.0,0.382580,1.645213,3.063658e-05,0.964286,820,0.5787,1
3,8,sigmoid,spectral,half,10,1.0,2.128104,9.151503,3.889351e-03,0.392857,69,0.0457,1
3,8,sigmoid,spectral,half,10,10.0,2.199219,9.457316,1.068044e-03,0.303571,127,0.0913,1
3,8,sigmoid,spectral,half,10,100.0,1.683049,7.237627,4.256052e-04,0.553571,166,0.1262,1
3,8,sigmoid,spectral,half,10,1000.0,1.066128,4.584680,9.127525e-05,0.803571,476,0.3279,1
3,8,sigmoid,spectral,half,10,10000.0,0.612733,2.634940,1.673838e-05,0.928571,923,0.6411,1
3,8,sigmoid,spectral,last,20,1.0,2.128104,9.151499,3.888719e-03,0.392857,72,0.0475,1
3,8,sigmoid,spectral,last,20,10.0,2.199210,9.457279,1.068156e-03,0.303571,139,0.1065,1
3,8,sigmoid,spectral,last,20,100.0,1.932057,8.308437,5.018802e-04,0.464286,612,0.4129,1
3,8,sigmoid,spectral,last,20,1000.0,1.066154,4.584792,9.128035e-05,0.803571,498,0.3466,1
3,8,sigmoid,spectral,last,20,10000.0,0.612726,2.634911,1.673794e-05,0.928571,822,0.5317,1
3,8,tanh,frobenius,all,1,1.0,1.718677,7.390839,3.147513e-02,0.607143,752,0.3746,1
3,8,tanh,frobenius,all,1,10.0,1.139843,4.901676,8.299163e-03,0.642857,727,0.3635,1
3,8,tanh,frobenius,all,1,100.0,0.508591,2.187097,1.937624e-03,0.875000,927,0.4925,1
3,8,tanh,frobenius,all,1,1000.0,0.266448,1.145810,4.235996e-04,0.946429,1000,0.5052,0
3,8,tanh,frobenius,all,1,10000.0,0.125082,0.537892,9.233635e-05,0.982143,1000,0.5064,0
3,8,tanh,frobenius,half,10,1.0,1.837696,7.902659,1.679157e-02,0.535714,1000,0.5390,0
3,8,tanh,frobenius,half,10,10.0,1.496402,6.434990,4.417561e-02,0.571429,1000,0.5523,0
3,8,tanh,frobenius,half,10,100.0,0.818349,3.519153,1.752486e-03,0.857143,1000,0.5283,0
3,8,tanh,frobenius,half,10,1000.0,0.362752,1.559944,3.067642e-04,0.857143,1000,0.5209,0
3,8,tanh,frobenius,half,10,10000.0,0.170052,0.731274,5.797846e-05,0.946429,1000,0.5106,0
3,8,tanh,frobenius,last,20,1.0,2.152544,9.256599,1.824616e-02,0.303571,1000,0.4653,0
3,8,tanh,frobenius,last,20,10.0,1.839025,7.908374,7.052076e-03,0.357143,1000,0.4658,0
3,8,tanh,frobenius,last,20,100.0,1.559216,6.705109,9.122223e-03,0.500000,1000,0.4608,0
3,8,tanh,frobenius,last,20,1000.0,1.569792,6.750589,6.279632e-03,0.500000,1000,0.4664,0
3,8,tanh,frobenius,last,20,10000.0,1.811794,7.791269,1.194998e-02,0.410714,1000,0.4557,0
3,8,tanh,nuclear,all,1,1.0,1.478000,6.355854,2.592781e-02,0.571429,747,0.4479,1
3,8,tanh,nuclear,all,1,10.0,0.890653,3.830083,6.653696e-03,0.696429,660,0.4240,1
3,8,tanh,nuclear,all,1,100.0,0.398134,1.712099,1.273355e-03,0.946429,1000,0.6459,0
3,8,tanh,nuclear,all,1,1000.0,0.199931,0.859764,2.903597e-04,0.964286,1000,0.6209,0
3,8,tanh,nuclear,all,1,10000.0,0.090400,0.388746,6.224695e-05,0.982143,1000,0.6238,0
3,8,tanh,nuclear,half,10,1.0,1.652543,7.106441,1.861199e-02,0.517857,647,0.3781,1
3,8,tanh,nuclear,half,10,10.0,1.152056,4.954195,4.439190e-03,0.642857,1000,0.6129,0
3,8,tanh,nuclear,half,10,100.0,0.530984,2.283394,9.453744e-04,0.857143,1000,0.5737,0
3,8,tanh,nuclear,half,10,1000.0,0.255104,1.097024,1.836496e-04,0.910714,1000,0.5574,0
3,8,tanh,nuclear,half,10,10000.0,0.125484,0.539621,4.534140e-05,0.982143,1000,0.6455,0
3,8,tanh,nuclear,last,20,1.0,1.995993,8.583381,1.415245e-02,0.267857,1000,0.5364,0
3,8,tanh,nuclear,last,20,10.0,1.778429,7.647789,6.771997e-03,0.392857,1000,0.5452,0
3,8,tanh,nuclear,last,20,100.0,1.484152,6.382307,7.307925e-03,0.446429,1000,0.5314,0
3,8,tanh,nuclear,last,20,1000.0,1.491310,6.413090,9.610006e-03,0.571429,1000,0.5178,0
3,8,tanh,nuclear,last,20,10000.0,1.468412,6.314623,1.015983e-02,0.500000,1000,0.5399,0
3,8,tanh,spectral,all,1,1.0,1.652589,7.106638,4.796779e-02,0.607143,512,0.2781,1
3,8,tanh,spectral,all,1,10.0,1.130412,4.861120,9.030337e-03,0.660714,629,0.3929,1
3,8,tanh,spectral,all,1,100.0,0.551761,2.372742,2.074267e-03,0.910714,763,0.4862,1
3,8,tanh,spectral,all,1,1000.0,0.261685,1.125325,4.847707e-04,0.964286,794,0.5253,1
3,8,tanh,spectral,all,1,10000.0,0.123508,0.531122,1.005002e-04,1.000000,812,0.4786,1
3,8,tanh,spectral,half,10,1.0,1.790453,7.699498,2.874124e-02,0.535714,702,0.3738,1
3,8,tanh,spectral,half,10,10.0,1.188688,5.111725,4.547677e-03,0.767857,800,0.4628,1
3,8,tanh,spectral,half,10,100.0,0.796223,3.424003,1.815923e-03,0.875000,1000,0.5532,0
3,8,tanh,spectral,half,10,1000.0,0.366084,1.574274,3.195598e-04,0.946429,1000,0.6421,0
3,8,tanh,spectral,half,10,10000.0,0.169994,0.731025,6.291649e-05,0.964286,1000,0.6866,0
3,8,tanh,spectral,last,20,1.0,2.063389,8.873206,3.583349e-02,0.339286,1000,0.6259,0
3,8,tanh,spectral,last,20,10.0,1.776462,7.639333,8.103789e-03,0.428571,1000,0.6583,0
3,8,tanh,spectral,last,20,100.0,1.581711,6.801842,6.058466e-03,0.517857,1000,0.6136,0
3,8,tanh,spectral,last,20,1000.0,1.658765,7.133200,5.277271e-03,0.535714,1000,0.5630,0
3,8,tanh,spectral,last,20,10000.0,1.812515,7.794372,1.705157e-02,0.357143,1000,0.5445,0
4,9,sigmoid,frobenius,all,1,1.0,2.495714,11.697421,4.165333e-03,0.291667,107,0.1068,1
4,9,sigmoid,frobenius,all,1,10.0,2.404746,11.271050,2.827428e-03,0.347222,220,0.2157,1
4,9,sigmoid,frobenius,all,1,100.0,1.418707,6.649482,6.961924e-04,0.652778,573,0.5670,1
4,9,sigmoid,frobenius,all,1,1000.0,0.687910,3.224238,1.548183e-04,0.861111,776,0.7457,1
4,9,sigmoid,frobenius,all,1,10000.0,0.320751,1.503362,3.269755e-05,0.916667,603,0.5627,1
4,9,sigmoid,frobenius,half,10,1.0,2.497334,11.705014,2.004869e-03,0.291667,123,0.0745,1
4,9,sigmoid,frobenius,half,10,10.0,2.444795,11.458760,1.213443e-03,0.333333,195,0.1304,1
4,9,sigmoid,frobenius,half,10,100.0,1.949629,9.137918,4.514488e-04,0.375000,473,0.3474,1
4,9,sigmoid,frobenius,half,10,1000.0,1.037994,4.865081,9.576756e-05,0.708333,910,0.6319,1
4,9,sigmoid,frobenius,half,10,10000.0,0.486750,2.281401,2.287431e-05,0.888889,638,0.4313,1
4,9,sigmoid,frobenius,last,20,1.0,2.497301,11.704855,2.001674e-03,0.291667,128,0.0818,1
4,9,sigmoid,frobenius,last,20,10.0,2.460874,11.534125,1.178674e-03,0.333333,165,0.1170,1
4,9,sigmoid,frobenius,last,20,100.0,1.963513,9.202989,2.786818e-04,0.402778,729,0.5196,1
4,9,sigmoid,frobenius,last,20,1000.0,1.191901,5.586444,8.672741e-05,0.652778,933,0.6156,1
4,9,sigmoid,frobenius,last,20,10000.0,0.486752,2.281409,2.287447e-05,0.888889,617,0.3825,1
4,9,sigmoid,nuclear,all,1,1.0,2.396205,11.231020,3.492589e-03,0.305556,100,0.0998,1
4,9,sigmoid,nuclear,all,1,10.0,1.976765,9.265104,1.892985e-03,0.458333,165,0.1903,1
4,9,sigmoid,nuclear,all,1,100.0,0.982140,4.603295,4.233871e-04,0.722222,814,0.8651,1
4,9,sigmoid,nuclear,all,1,1000.0,0.445689,2.088945,9.118206e-05,0.847222,1000,1.0507,0
4,9,sigmoid,nuclear,all,1,10000.0,0.208527,0.977367,1.924107e-05,0.888889,890,0.9372,1
4,9,sigmoid,nuclear,half,10,1.0,2.422859,11.355946,1.636758e-03,0.277778,90,0.0673,1
4,9,sigmoid,nuclear,half,10,10.0,2.316649,10.858139,1.080038e-03,0.333333,533,0.4088,1
4,9,sigmoid,nuclear,half,10,100.0,1.463590,6.859852,2.972705e-04,0.652778,1000,0.8113,0
4,9,sigmoid,nuclear,half,10,1000.0,0.712860,3.341179,6.597375e-05,0.805556,455,0.3563,1
4,9,sigmoid,nuclear,half,10,10000.0,0.310758,1.456522,1.410486e-05,0.902778,1000,0.7021,0
4,9,sigmoid,nuclear,last,20,1.0,2.422836,11.355840,1.635704e-03,0.277778,93,0.0638,1
4,9,sigmoid,nuclear,last,20,10.0,2.273667,10.656686,1.109914e-03,0.319444,141,0.1026,1
4,9,sigmoid,nuclear,last,20,100.0,1.449530,6.793950,2.911968e-04,0.666667,957,0.6709,1
4,9,sigmoid,nuclear,last,20,1000.0,0.703666,3.298086,6.581692e-05,0.777778,1000,0.7104,0
4,9,sigmoid,nuclear,last,20,10000.0,0.310549,1.455543,1.410061e-05,0.888889,1000,0.6741,0
4,9,sigmoid,spectral,all,1,1.0,2.233355,10.467743,3.434938e-03,0.416667,91,0.1010,1
4,9,sigmoid,spectral,all,1,10.0,2.161954,10.133082,2.280520e-03,0.444444,226,0.2220,1
4,9,sigmoid,spectral,all,1,100.0,1.367229,6.408206,6.958388e-04,0.694444,292,0.3001,1
4,9,sigmoid,spectral,all,1,1000.0,0.677705,3.176406,1.601641e-04,0.861111,460,0.4914,1
4,9,sigmoid,spectral,all,1,10000.0,0.311226,1.458716,3.427997e-05,0.916667,447,0.4718,1
4,9,sigmoid,spectral,half,10,1.0,2.236453,10.482259,1.805503e-03,0.430556,73,0.0599,1
4,9,sigmoid,spectral,half,10,10.0,2.244929,10.521991,8.168840e-04,0.402778,113,0.0845,1
4,9,sigmoid,spectral,half,10,100.0,1.892533,8.870310,4.269269e-04,0.402778,367,0.2728,1
4,9,sigmoid,spectral,half,10,1000.0,0.997601,4.675757,1.007445e-04,0.805556,594,0.4265,1
4,9,sigmoid,spectral,half,10,10000.0,0.485713,2.276537,2.302137e-05,0.902778,521,0.3672,1
4,9,sigmoid,spectral,last,20,1.0,2.236451,10.482250,1.805467e-03,0.430556,73,0.0526,1
4,9,sigmoid,spectral,last,20,10.0,2.275942,10.667347,8.282100e-04,0.361111,173,0.1250,1
4,9,sigmoid,spectral,last,20,100.0,1.902997,8.919354,2.761106e-04,0.402778,468,0.3366,1
4,9,sigmoid,spectral,last,20,1000.0,0.997611,4.675807,1.007431e-04,0.805556,605,0.4246,1
4,9,sigmoid,spectral,last,20,10000.0,0.485716,2.276550,2.302172e-05,0.902778,592,0.4015,1
4,9,tanh,frobenius,all,1,1.0,1.564435,7.332510,5.508466e-02,0.583333,1000,0.7706,0
4,9,tanh,frobenius,all,1,10.0,0.866996,4.063615,1.481478e-02,0.736111,755,0.5933,1
4,9,tanh,frobenius,all,1,100.0,0.391162,1.833377,2.753736e-03,0.902778,1000,0.7769,0
4,9,tanh,frobenius,all,1,1000.0,0.182433,0.855065,5.990821e-04,0.930556,1000,0.7783,0
4,9,tanh,frobenius,all,1,10000.0,0.083556,0.391627,1.274018e-04,0.944444,1000,0.8100,0
4,9,tanh,frobenius,half,10,1.0,1.903152,8.920078,1.102210e-01,0.388889,1000,0.5256,0
4,9,tanh,frobenius,half,10,10.0,0.984597,4.614810,1.251689e-02,0.777778,1000,0.5083,0
4,9,tanh,frobenius,half,10,100.0,0.998528,4.680104,4.767208e-02,0.750000,1000,0.4974,0
4,9,tanh,frobenius,half,10,1000.0,1.105444,5.181219,7.723523e-02,0.708333,1000,0.4821,0
4,9,tanh,frobenius,half,10,10000.0,1.014346,4.754242,4.246790e-02,0.708333,704,0.3491,1
4,9,tanh,frobenius,last,20,1.0,1.977206,9.267169,5.334901e-02,0.319444,970,0.4779,1
4,9,tanh,frobenius,last,20,10.0,1.845752,8.651043,2.796789e-02,0.333333,1000,0.4851,0
4,9,tanh,frobenius,last,20,100.0,1.368388,6.413638,5.150653e-02,0.625000,1000,0.4902,0
4,9,tanh,frobenius,last,20,1000.0,1.499999,7.030498,4.976853e-02,0.472222,1000,0.4940,0
4,9,tanh,frobenius,last,20,10000.0,1.498523,7.023583,4.916224e-02,0.541667,1000,0.5586,0
4,9,tanh,nuclear,all,1,1.0,1.309092,6.135720,3.982808e-02,0.625000,864,0.8029,1
4,9,tanh,nuclear,all,1,10.0,0.580200,2.719400,7.917508e-03,0.861111,821,0.8729,1
4,9,tanh,nuclear,all,1,100.0,0.288301,1.351268,1.653591e-03,0.916667,1000,1.0451,0
4,9,tanh,nuclear,all,1,1000.0,0.130725,0.612709,3.637556e-04,0.944444,1000,0.9443,0
4,9,tanh,nuclear,all,1,10000.0,0.057626,0.270093,7.848166e-05,0.972222,1000,0.9607,0
4,9,tanh,nuclear,half,10,1.0,1.298296,6.085116,3.378584e-02,0.652778,1000,0.5898,0
4,9,tanh,nuclear,half,10,10.0,1.290230,6.047314,5.912376e-02,0.597222,1000,0.5735,0
4,9,tanh,nuclear,half,10,100.0,1.216040,5.699583,7.534185e-02,0.625000,1000,0.5803,0
4,9,tanh,nuclear,half,10,1000.0,1.108343,5.194808,7.693151e-02,0.694444,1000,0.6232,0
4,9,tanh,nuclear,half,10,10000.0,0.064936,0.304356,6.868255e-05,0.972222,1000,0.5949,0
4,9,tanh,nuclear,last,20,1.0,1.821491,8.537332,4.772877e-02,0.361111,1000,0.5457,0
4,9,tanh,nuclear,last,20,10.0,1.784348,8.363246,4.774809e-02,0.416667,1000,0.5449,0
4,9,tanh,nuclear,last,20,100.0,1.458587,6.836401,5.160036e-02,0.541667,1000,0.6015,0
4,9,tanh,nuclear,last,20,1000.0,1.519030,7.119697,4.105060e-02,0.458333,1000,0.5566,0
4,9,tanh,nuclear,last,20,10000.0,1.431264,6.708337,4.383517e-02,0.597222,1000,0.6128,0
4,9,tanh,spectral,all,1,1.0,1.846907,8.656456,1.401360e-01,0.527778,381,0.3869,1
4,9,tanh,spectral,all,1,10.0,0.822617,3.855608,1.630243e-02,0.805556,606,0.5905,1
4,9,tanh,spectral,all,1,100.0,0.359592,1.685407,2.674638e-03,0.902778,699,0.7227,1
4,9,tanh,spectral,all,1,1000.0,0.179063,0.839268,6.318709e-04,0.944444,693,0.7064,1
4,9,tanh,spectral,all,1,10000.0,0.082195,0.385247,1.351028e-04,0.958333,813,0.8255,1
4,9,tanh,spectral,half,10,1.0,1.929836,9.045145,1.125747e-01,0.486111,1000,0.6038,0
4,9,tanh,spectral,half,10,10.0,0.961585,4.506951,1.259231e-02,0.805556,1000,0.6819,0
4,9,tanh,spectral,half,10,100.0,1.306701,6.124513,7.478229e-02,0.597222,1000,0.5991,0
4,9,tanh,spectral,half,10,1000.0,1.171455,5.490614,7.466005e-02,0.638889,1000,0.5655,0
4,9,tanh,spectral,half,10,10000.0,1.014362,4.754320,4.246790e-02,0.708333,721,0.4187,1
4,9,tanh,spectral,last,20,1.0,1.920150,8.999750,6.377398e-02,0.458333,1000,0.5530,0
4,9,tanh,spectral,last,20,10.0,1.831441,8.583971,2.241447e-02,0.388889,1000,0.5848,0
4,9,tanh,spectral,last,20,100.0,1.545564,7.244062,4.949482e-02,0.527778,1000,0.5826,0
4,9,tanh,spectral,last,20,1000.0,1.399144,6.557793,4.654880e-02,0.527778,1000,0.5841,0
4,9,tanh,spectral,last,20,10000.0,1.474429,6.910652,4.396271e-02,0.569444,1000,0.5925,0
5,10,sigmoid,frobenius,all,1,1.0,2.299637,12.637238,4.477012e-03,0.333333,121,0.1200,1
5,10,sigmoid,frobenius,all,1,10.0,2.124046,11.672308,2.260861e-03,0.422222,260,0.2531,1
5,10,sigmoid,frobenius,all,1,100.0,1.328290,7.299376,4.024514e-04,0.766667,711,0.7005,1
5,10,sigmoid,frobenius,all,1,1000.0,0.841173,4.622511,9.912723e-05,0.888889,586,0.5371,1
5,10,sigmoid,frobenius,all,1,10000.0,0.405004,2.225626,2.170910e-05,0.944444,976,0.9430,1
5,10,sigmoid,frobenius,half,10,1.0,2.289227,12.580028,1.906966e-03,0.344444,65,0.0436,1
5,10,sigmoid,frobenius,half,10,10.0,2.190480,12.037385,1.064849e-03,0.366667,152,0.1105,1
5,10,sigmoid,frobenius,half,10,100.0,1.766467,9.707298,3.092220e-04,0.555556,654,0.4276,1
5,10,sigmoid,frobenius,half,10,1000.0,1.127322,6.194993,6.490576e-05,0.711111,1000,0.6815,0
5,10,sigmoid,frobenius,half,10,10000.0,0.618473,3.398704,1.569177e-05,0.866667,1000,0.6885,0
5,10,sigmoid,frobenius,last,20,1.0,2.289228,12.580034,1.907050e-03,0.344444,69,0.0448,1
5,10,sigmoid,frobenius,last,20,10.0,2.190481,12.037387,1.064801e-03,0.366667,132,0.0849,1
5,10,sigmoid,frobenius,last,20,100.0,1.765180,9.700225,3.080299e-04,0.555556,621,0.4055,1
5,10,sigmoid,frobenius,last,20,1000.0,1.127361,6.195208,6.491353e-05,0.711111,1000,0.7274,0
5,10,sigmoid,frobenius,last,20,10000.0,0.600775,3.301452,1.490857e-05,0.900000,1000,0.6678,0
5,10,sigmoid,nuclear,all,1,1.0,2.194135,12.057470,3.453068e-03,0.400000,116,0.1221,1
5,10,sigmoid,nuclear,all,1,10.0,1.746234,9.596113,1.242722e-03,0.533333,408,0.4619,1
5,10,sigmoid,nuclear,all,1,100.0,1.083457,5.953940,2.991259e-04,0.811111,1000,1.0553,0
5,10,sigmoid,nuclear,all,1,1000.0,0.591486,3.250405,6.740532e-05,0.877778,1000,1.0926,0
5,10,sigmoid,nuclear,all,1,10000.0,0.264058,1.451084,1.438870e-05,0.933333,1000,1.0473,0
5,10,sigmoid,nuclear,half,10,1.0,2.226769,12.236804,1.271742e-03,0.377778,154,0.1487,1
5,10,sigmoid,nuclear,half,10,10.0,2.052483,11.279047,7.417707e-04,0.433333,204,0.1721,1
5,10,sigmoid,nuclear,half,10,100.0,1.482034,8.144246,1.891507e-04,0.666667,1000,0.7544,0
5,10,sigmoid,nuclear,half,10,1000.0,0.804025,4.418372,4.429124e-05,0.788889,381,0.3059,1
5,10,sigmoid,nuclear,half,10,10000.0,0.415481,2.283200,9.441480e-06,0.900000,1000,0.7404,0
5,10,sigmoid,nuclear,last,20,1.0,2.213578,12.164312,1.338819e-03,0.366667,168,0.1489,1
5,10,sigmoid,nuclear,last,20,10.0,2.084424,11.454572,7.371018e-04,0.455556,251,0.2025,1
5,10,sigmoid,nuclear,last,20,100.0,1.482134,8.144797,1.892855e-04,0.666667,1000,0.6946,0
5,10,sigmoid,nuclear,last,20,1000.0,0.779021,4.280965,4.440833e-05,0.777778,235,0.1704,1
5,10,sigmoid,nuclear,last,20,10000.0,0.414125,2.275747,9.432739e-06,0.900000,1000,0.7341,0
5,10,sigmoid,spectral,all,1,1.0,2.094895,11.512112,5.037863e-03,0.422222,68,0.0668,1
5,10,sigmoid,spectral,all,1,10.0,1.931235,10.612752,2.589358e-03,0.433333,241,0.2372,1
5,10,sigmoid,spectral,all,1,100.0,1.224145,6.727065,4.348195e-04,0.800000,546,0.5734,1
5,10,sigmoid,spectral,all,1,1000.0,0.730367,4.013598,1.041117e-04,0.888889,563,0.5804,1
5,10,sigmoid,spectral,all,1,10000.0,0.405225,2.226843,2.206782e-05,0.955556,872,0.9012,1
5,10,sigmoid,spectral,half,10,1.0,2.093262,11.503138,2.863064e-03,0.422222,60,0.0427,1
5,10,sigmoid,spectral,half,10,10.0,1.999833,10.989718,9.388743e-04,0.455556,175,0.1269,1
5,10,sigmoid,spectral,half,10,100.0,1.775075,9.754603,3.879928e-04,0.500000,440,0.3658,1
5,10,sigmoid,spectral,half,10,1000.0,1.116368,6.134795,7.403999e-05,0.777778,1000,0.7659,0
5,10,sigmoid,spectral,half,10,10000.0,0.563025,3.094000,1.377922e-05,0.900000,1000,0.7347,0
5,10,sigmoid,spectral,last,20,1.0,2.093283,11.503254,2.863727e-03,0.422222,69,0.0463,1
5,10,sigmoid,spectral,last,20,10.0,1.999850,10.989810,9.383656e-04,0.455556,153,0.1033,1
5,10,sigmoid,spectral,last,20,100.0,1.774640,9.752209,3.881044e-04,0.500000,459,0.3318,1
5,10,sigmoid,spectral,last,20,1000.0,1.116405,6.135002,7.405393e-05,0.777778,1000,0.7587,0
5,10,sigmoid,spectral,last,20,10000.0,0.568768,3.125558,1.422435e-05,0.877778,1000,0.7369,0
5,10,tanh,frobenius,all,1,1.0,1.668297,9.167822,2.957580e-02,0.544444,744,0.6687,1
5,10,tanh,frobenius,all,1,10.0,1.014824,5.576780,6.820646e-03,0.755556,1000,0.9435,0
5,10,tanh,frobenius,all,1,100.0,0.514175,2.825558,1.426654e-03,0.855556,1000,0.9402,0
5,10,tanh,frobenius,all,1,1000.0,0.261622,1.437696,3.508955e-04,0.966667,884,0.8288,1
5,10,tanh,frobenius,all,1,10000.0,0.121001,0.664939,7.526782e-05,0.966667,1000,0.8952,0
5,10,tanh,frobenius,half,10,1.0,1.844212,10.134530,1.689804e-02,0.444444,1000,0.5634,0
5,10,tanh,frobenius,half,10,10.0,1.392529,7.652388,5.924258e-03,0.633333,1000,0.5835,0
5,10,tanh,frobenius,half,10,100.0,0.719145,3.951929,1.261588e-03,0.866667,1000,0.5511,0
5,10,tanh,frobenius,half,10,1000.0,0.360817,1.982803,2.168072e-04,0.933333,1000,0.5899,0
