model_id,n_concepts,activation,phi,rho,divergence,error,sign_agreement
16,5,sigmoid,0.8,10.0,2.327677,2.062006e-03,0.150000
16,5,sigmoid,0.8,1000.0,0.849576,1.938185e-04,0.800000
16,5,sigmoid,0.9,10.0,2.317645,1.806744e-03,0.150000
16,5,sigmoid,0.9,1000.0,0.852680,1.794393e-04,0.850000
16,5,sigmoid,1.0,10.0,2.293087,1.865502e-03,0.150000
16,5,sigmoid,1.0,1000.0,0.820737,1.785658e-04,0.850000
16,5,tanh,0.2,10.0,2.004243,5.966315e-03,0.400000
16,5,tanh,0.2,1000.0,0.552380,3.432434e-04,0.850000
16,5,tanh,0.4,10.0,1.738674,8.281281e-03,0.450000
16,5,tanh,0.4,1000.0,0.409473,3.845637e-04,1.000000
16,5,tanh,0.6,10.0,1.703928,1.014311e-02,0.500000
16,5,tanh,0.6,1000.0,0.364828,4.980323e-04,1.000000
16,5,tanh,0.8,10.0,1.391154,1.762204e-02,0.500000
16,5,tanh,0.8,1000.0,0.308064,6.645230e-04,1.000000
16,5,tanh,0.9,10.0,1.342528,2.016933e-02,0.650000
16,5,tanh,0.9,1000.0,0.241995,7.038494e-04,0.950000
16,5,tanh,1.0,10.0,1.151520,1.697270e-02,0.650000
16,5,tanh,1.0,1000.0,0.235381,7.066835e-04,0.900000
17,6,sigmoid,0.2,10.0,2.162701,1.348956e-03,0.233333
17,6,sigmoid,0.2,1000.0,0.846517,1.445664e-04,0.833333
17,6,sigmoid,0.4,10.0,2.133336,3.024391e-03,0.233333
17,6,sigmoid,0.4,1000.0,0.648462,1.726656e-04,0.900000
17,6,sigmoid,0.6,10.0,2.070863,3.340885e-03,0.233333
17,6,sigmoid,0.6,1000.0,0.633377,1.816557e-04,0.866667
17,6,sigmoid,0.8,10.0,2.057652,2.949768e-03,0.233333
17,6,sigmoid,0.8,1000.0,0.655962,1.793407e-04,0.866667
17,6,sigmoid,0.9,10.0,2.041649,2.908344e-03,0.233333
17,6,sigmoid,0.9,1000.0,0.671473,1.770125e-04,0.866667
17,6,sigmoid,1.0,10.0,1.983852,2.999231e-03,0.300000
17,6,sigmoid,1.0,1000.0,0.656241,1.854865e-04,0.933333
17,6,tanh,0.2,10.0,1.698999,6.490418e-03,0.400000
17,6,tanh,0.2,1000.0,0.458541,1.244772e-04,0.966667
17,6,tanh,0.4,10.0,1.396901,8.978420e-03,0.500000
17,6,tanh,0.4,1000.0,0.433820,2.131716e-04,0.966667
17,6,tanh,0.6,10.0,1.339684,8.248504e-03,0.600000
17,6,tanh,0.6,1000.0,0.383162,3.161982e-04,0.966667
17,6,tanh,0.8,10.0,1.265248,1.285980e-02,0.533333
17,6,tanh,0.8,1000.0,0.289507,3.312062e-04,0.966667
17,6,tanh,0.9,10.0,1.121898,1.258334e-02,0.800000
17,6,tanh,0.9,1000.0,0.249160,4.017942e-04,0.966667
17,6,tanh,1.0,10.0,1.054569,1.752803e-02,0.733333
17,6,tanh,1.0,1000.0,0.217610,5.088996e-04,1.000000
